YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),ENERGY SHARE
2004,VA,Total Electric Power Industry,Other,2432357,0.0309239742507467
2004,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,VA,Total Electric Power Industry,Total,78900040,1.00310226062329
2004,VA,Total Electric Power Industry,Wind,0,0
2004,VT,Total Electric Power Industry,Coal,0,0
2004,VT,Total Electric Power Industry,Gas,3224,0.000589355928479172
2004,VT,Total Electric Power Industry,Hydroelectric,1187256,0.217033611111187
2004,VT,Total Electric Power Industry,Nuclear,3858020,0.705256500989831
2004,VT,Total Electric Power Industry,Oil,17800,0.00325388819073488
2004,VT,Total Electric Power Industry,Other,392714,0.0717891824121494
2004,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,VT,Total Electric Power Industry,Total,5470379,1.00000009140135
2004,VT,Total Electric Power Industry,Wind,11364,0.00207736996626468
2004,WA,Total Electric Power Industry,Coal,10409331,0.101920746973366
2004,WA,Total Electric Power Industry,Gas,8744084,0.0856158357225706
2004,WA,Total Electric Power Industry,Hydroelectric,71565882,0.700722087831369
2004,WA,Total Electric Power Industry,Nuclear,8981583,0.087941256586354
2004,WA,Total Electric Power Industry,Oil,85884,0.000840914890021327
2004,WA,Total Electric Power Industry,Other,1574848,0.0154197887001107
2004,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,WA,Total Electric Power Industry,Total,102165052,1.00032734230594
2004,WA,Total Electric Power Industry,Wind,736576,0.00721202699027001
2004,WI,Total Electric Power Industry,Coal,42148176,0.697954676604271
2004,WI,Total Electric Power Industry,Gas,2405362,0.039831703673872
2004,WI,Total Electric Power Industry,Hydroelectric,1980676,0.0327990961468378
2004,WI,Total Electric Power Industry,Nuclear,11887849,0.196857387240563
2004,WI,Total Electric Power Industry,Oil,795619,0.0131750897558465
2004,WI,Total Electric Power Industry,Other,1010077,0.0167264169600225
2004,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,WI,Total Electric Power Industry,Total,60444933,1.00094067331364
2004,WI,Total Electric Power Industry,Wind,103563,0.00171495630494587
2004,WV,Total Electric Power Industry,Coal,87584598,0.975947059512391
2004,WV,Total Electric Power Industry,Gas,403112,0.00449183966174234
2004,WV,Total Electric Power Industry,Hydroelectric,1318279,0.0146894607390552
2004,WV,Total Electric Power Industry,Nuclear,0,0
2004,WV,Total Electric Power Industry,Oil,267558,0.0029813740008148
2004,WV,Total Electric Power Industry,Other,2071,2.307696109138E-05
2004,WV,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,WV,Total Electric Power Industry,Total,89749562,1.00007105274862
2004,WV,Total Electric Power Industry,Wind,161191,0.0017961363762823
2004,WY,Total Electric Power Industry,Coal,43345740,0.96852781860692
2004,WY,Total Electric Power Industry,Gas,99643,0.00222644756853728
2004,WY,Total Electric Power Industry,Hydroelectric,593147,0.0132534216747306
2004,WY,Total Electric Power Industry,Nuclear,0,0
2004,WY,Total Electric Power Industry,Oil,45859,0.00102468471488766
2004,WY,Total Electric Power Industry,Other,0,0
2004,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2004,WY,Total Electric Power Industry,Total,44807604,1.00119206545148
2004,WY,Total Electric Power Industry,Wind,616515,0.0137755619834486
2005,AK,Total Electric Power Industry,Coal,624318,0.0949293482504302
2005,AK,Total Electric Power Industry,Gas,3723626,0.566188047290574
2005,AK,Total Electric Power Industry,Hydroelectric,1463942,0.2225965933009
2005,AK,Total Electric Power Industry,Nuclear,0,0
2005,AK,Total Electric Power Industry,Oil,758929,0.115397338116714
2005,AK,Total Electric Power Industry,Other,5256,0.000799189923090894
2005,AK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,AK,Total Electric Power Industry,Total,6576659,0.999999923973561
2005,AK,Total Electric Power Industry,Wind,589,8.95591447299347E-05
2005,AL,Total Electric Power Industry,Coal,78128457,0.566410780788395
2005,AL,Total Electric Power Industry,Gas,13976315,0.101324610720196
2005,AL,Total Electric Power Industry,Hydroelectric,10144581,0.0735455462147565
2005,AL,Total Electric Power Industry,Nuclear,31694223,0.229774787385235
2005,AL,Total Electric Power Industry,Oil,333110,0.00241495995739967
2005,AL,Total Electric Power Industry,Other,3646802,0.0264383561062864
2005,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,AL,Total Electric Power Industry,Total,137948581,1.00009095882773
2005,AL,Total Electric Power Industry,Wind,0,0
2005,AR,Total Electric Power Industry,Coal,23037144,0.48208111086932
2005,AR,Total Electric Power Industry,Gas,6005660,0.125675962450182
2005,AR,Total Electric Power Industry,Hydroelectric,3103218,0.064938725942316
2005,AR,Total Electric Power Industry,Nuclear,13689571,0.286471430443132
2005,AR,Total Electric Power Industry,Oil,208101,0.00435477423994122
2005,AR,Total Electric Power Industry,Other,1735523,0.0363179939223046
2005,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,AR,Total Electric Power Industry,Total,47794509,1.0001600021328
2005,AR,Total Electric Power Industry,Wind,0,0
2005,AZ,Total Electric Power Industry,Coal,40143534,0.395585991907224
2005,AZ,Total Electric Power Industry,Gas,28893013,0.284720104781839
2005,AZ,Total Electric Power Industry,Hydroelectric,6517429,0.0642246299404011
2005,AZ,Total Electric Power Industry,Nuclear,25807446,0.254314035343827
2005,AZ,Total Electric Power Industry,Oil,43237,0.000426069900375305
2005,AZ,Total Electric Power Industry,Other,60414,0.000595337025262475
2005,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,13581,0.000133831101070773
2005,AZ,Total Electric Power Industry,Total,101478654,1
2005,AZ,Total Electric Power Industry,Wind,0,0
2005,CA,Total Electric Power Industry,Coal,2135375,0.0106724425478421
2005,CA,Total Electric Power Industry,Gas,95633433,0.477968656252607
2005,CA,Total Electric Power Industry,Hydroelectric,39751660,0.198675786469053
2005,CA,Total Electric Power Industry,Nuclear,36154898,0.180699442359348
2005,CA,Total Electric Power Industry,Oil,2543697,0.0127132049834893
2005,CA,Total Electric Power Industry,Other,18855304,0.0942373815662814
2005,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,536713,0.00268245093118539
2005,CA,Total Electric Power Industry,Total,200292818,1.00104833710725
2005,CA,Total Electric Power Industry,Wind,4262229,0.0213022977829405
2005,CO,Total Electric Power Industry,Coal,35570135,0.716898522935662
2005,CO,Total Electric Power Industry,Gas,11925720,0.240357003226001
2005,CO,Total Electric Power Industry,Hydroelectric,1293233,0.0260644731180148
2005,CO,Total Electric Power Industry,Nuclear,0,0
2005,CO,Total Electric Power Industry,Oil,17046,0.00034355372061313
2005,CO,Total Electric Power Industry,Other,34327,0.000691843750292555
2005,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,CO,Total Electric Power Industry,Total,49616694,0.999999989922747
2005,CO,Total Electric Power Industry,Wind,776234,0.0156446133266697
2005,CT,Total Electric Power Industry,Coal,3996492,0.120449655906305
2005,CT,Total Electric Power Industry,Gas,8865458,0.267194671114517
2005,CT,Total Electric Power Industry,Hydroelectric,476546,0.0143625463840603
2005,CT,Total Electric Power Industry,Nuclear,15562122,0.469024394411884
2005,CT,Total Electric Power Industry,Oil,3155842,0.0951134352313643
2005,CT,Total Electric Power Industry,Other,753335,0.0227046473587777
2005,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,CT,Total Electric Power Industry,Total,33549747,1.01115064959309
2005,CT,Total Electric Power Industry,Wind,0,0
2005,DC,Total Electric Power Industry,Coal,0,0
2005,DC,Total Electric Power Industry,Gas,0,0
2005,DC,Total Electric Power Industry,Hydroelectric,0,0
2005,DC,Total Electric Power Industry,Nuclear,0,0
2005,DC,Total Electric Power Industry,Oil,226042,1
2005,DC,Total Electric Power Industry,Other,0,0
2005,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,DC,Total Electric Power Industry,Total,226042,1
2005,DC,Total Electric Power Industry,Wind,0,0
2005,DE,Total Electric Power Industry,Coal,4832844,0.593965907984792
2005,DE,Total Electric Power Industry,Gas,2083485,0.256064350473074
2005,DE,Total Electric Power Industry,Hydroelectric,0,0
2005,DE,Total Electric Power Industry,Nuclear,0,0
2005,DE,Total Electric Power Industry,Oil,1220239,0.149969741542134
2005,DE,Total Electric Power Industry,Other,0,0
2005,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,DE,Total Electric Power Industry,Total,8136568,1
2005,DE,Total Electric Power Industry,Wind,0,0
2005,FL,Total Electric Power Industry,Coal,62515301,0.286154852404805
2005,FL,Total Electric Power Industry,Gas,83608435,0.382705657567285
2005,FL,Total Electric Power Industry,Hydroelectric,266159,0.00121830476927897
2005,FL,Total Electric Power Industry,Nuclear,28758826,0.131639414314993
2005,FL,Total Electric Power Industry,Oil,37201034,0.170282414437645
2005,FL,Total Electric Power Industry,Other,4327196,0.0198071210231662
2005,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,FL,Total Electric Power Industry,Total,220256412,1.00819223548283
2005,FL,Total Electric Power Industry,Wind,0,0
2005,GA,Total Electric Power Industry,Coal,87182259,0.638035862687467
2005,GA,Total Electric Power Industry,Gas,9771034,0.0715084717813813
2005,GA,Total Electric Power Industry,Hydroelectric,3822832,0.0279770671350608
2005,GA,Total Electric Power Industry,Nuclear,31534259,0.230780761774882
2005,GA,Total Electric Power Industry,Oil,1033092,0.00756059493085079
2005,GA,Total Electric Power Industry,Other,3271888,0.0239450308657037
2005,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,GA,Total Electric Power Industry,Total,136667892,1.00019221082465
2005,GA,Total Electric Power Industry,Wind,0,0
2005,HI,Total Electric Power Industry,Coal,1630918,0.142459373343777
2005,HI,Total Electric Power Industry,Gas,41133,0.00359293441101858
2005,HI,Total Electric Power Industry,Hydroelectric,96188,0.00840194430571694
2005,HI,Total Electric Power Industry,Nuclear,0,0
2005,HI,Total Electric Power Industry,Oil,9067592,0.792046855854831
2005,HI,Total Electric Power Industry,Other,531337,0.0464118588760211
2005,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,HI,Total Electric Power Industry,Total,11522805,1.00650773335174
2005,HI,Total Electric Power Industry,Wind,6632,0.000579299856900182
2005,IA,Total Electric Power Industry,Coal,34252334,0.775810741442538
2005,IA,Total Electric Power Industry,Gas,2480870,0.0561913706120742
2005,IA,Total Electric Power Industry,Hydroelectric,959526,0.0217331343754091
2005,IA,Total Electric Power Industry,Nuclear,4538313,0.102792176831754
2005,IA,Total Electric Power Industry,Oil,149568,0.00338769501009997
2005,IA,Total Electric Power Industry,Other,116842,0.00264645552772051
2005,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,IA,Total Electric Power Industry,Total,44156160,1.00013106344389
2005,IA,Total Electric Power Industry,Wind,1647134,0.0373073627565121
2005,ID,Total Electric Power Industry,Coal,95181,0.00880522787103798
2005,ID,Total Electric Power Industry,Gas,1597280,0.147764936004576
2005,ID,Total Electric Power Industry,Hydroelectric,8542121,0.790234625681374
2005,ID,Total Electric Power Industry,Nuclear,0,0
2005,ID,Total Electric Power Industry,Oil,5,4.62551763011419E-07
2005,ID,Total Electric Power Industry,Other,559631,0.0517716611371687
2005,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,ID,Total Electric Power Industry,Total,10824984,1.00142308675408
2005,ID,Total Electric Power Industry,Wind,0,0
2005,IL,Total Electric Power Industry,Coal,92265190,0.475348131640069
2005,IL,Total Electric Power Industry,Gas,7313050,0.037676664992403
2005,IL,Total Electric Power Industry,Hydroelectric,129037,0.000664795648959696
2005,IL,Total Electric Power Industry,Nuclear,93263001,0.480488830906823
2005,IL,Total Electric Power Industry,Oil,327190,0.00168567533640059
2005,IL,Total Electric Power Industry,Other,641735,0.00330620392434069
2005,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,IL,Total Electric Power Industry,Total,194120146,1.00010251661323
2005,IL,Total Electric Power Industry,Wind,141146,0.000727180937778042
2005,IN,Total Electric Power Industry,Coal,122833478,0.943752379602555
2005,IN,Total Electric Power Industry,Gas,6336882,0.0486874389957484
2005,IN,Total Electric Power Industry,Hydroelectric,438282,0.00336740184493487
2005,IN,Total Electric Power Industry,Nuclear,0,0
2005,IN,Total Electric Power Industry,Oil,260794,0.0020037286421709
2005,IN,Total Electric Power Industry,Other,67692,0.0005200901832321
2005,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,IN,Total Electric Power Industry,Total,130371573,1.00166896073136
2005,IN,Total Electric Power Industry,Wind,0,0
2005,KS,Total Electric Power Industry,Coal,34480731,0.751825208880001
2005,KS,Total Electric Power Industry,Gas,1137482,0.024801900001692
2005,KS,Total Electric Power Industry,Hydroelectric,11337,0.000247194364674942
2005,KS,Total Electric Power Industry,Nuclear,8820945,0.192333765114899
2005,KS,Total Electric Power Industry,Oil,986378,0.0215071961752968
2005,KS,Total Electric Power Industry,Other,0,0
2005,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,KS,Total Electric Power Industry,Total,45862696,1
2005,KS,Total Electric Power Industry,Wind,425823,0.00928473546343634
2005,KY,Total Electric Power Industry,Coal,89083113,0.910740532796798
2005,KY,Total Electric Power Industry,Gas,1659043,0.0169612135776261
2005,KY,Total Electric Power Industry,Hydroelectric,2961193,0.0302737342658215
2005,KY,Total Electric Power Industry,Nuclear,0,0
2005,KY,Total Electric Power Industry,Oil,3680685,0.0376294552925781
2005,KY,Total Electric Power Industry,Other,421412,0.00430830239853612
2005,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,KY,Total Electric Power Industry,Total,97822419,1.00008676166864
2005,KY,Total Electric Power Industry,Wind,0,0
2005,LA,Total Electric Power Industry,Coal,23087365,0.250020162815923
2005,LA,Total Electric Power Industry,Gas,46064629,0.498848008104653
2005,LA,Total Electric Power Industry,Hydroelectric,810948,0.00878200483230751
2005,LA,Total Electric Power Industry,Nuclear,15676353,0.169764038876671
2005,LA,Total Electric Power Industry,Oil,3541084,0.038347485658275
2005,LA,Total Electric Power Industry,Other,2886768,0.0312616968359879
2005,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,LA,Total Electric Power Industry,Total,92616878,1.00297660287618
2005,LA,Total Electric Power Industry,Wind,0,0
2005,MA,Total Electric Power Industry,Coal,12033546,0.255330520100457
2005,MA,Total Electric Power Industry,Gas,20369467,0.432203990683967
2005,MA,Total Electric Power Industry,Hydroelectric,580307,0.0123130861117692
2005,MA,Total Electric Power Industry,Nuclear,5475057,0.116171006566946
2005,MA,Total Electric Power Industry,Oil,7026444,0.149088689317075
2005,MA,Total Electric Power Industry,Other,1258315,0.0266992142964515
2005,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,MA,Total Electric Power Industry,Total,47515443,1.00819349292333
2005,MA,Total Electric Power Industry,Wind,0,0
2005,MD,Total Electric Power Industry,Coal,29302792,0.5579909168115
2005,MD,Total Electric Power Industry,Gas,2229452,0.0424537690970619
2005,MD,Total Electric Power Industry,Hydroelectric,1703639,0.0324411096227905
2005,MD,Total Electric Power Industry,Nuclear,14703221,0.279982322703997
2005,MD,Total Electric Power Industry,Oil,3805569,0.0724665736732331
2005,MD,Total Electric Power Industry,Other,623365,0.0118702684665066
2005,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2005,MD,Total Electric Power Industry,Total,52661600,1.00279503962491
2005,MD,Total Electric Power Industry,Wind,0,0
2005,ME,Total Electric Power Industry,Coal,320271,0.0171528132705707
2005,ME,Total Electric Power Industry,Gas,8398507,0.44980039504851
2005,ME,Total Electric Power Industry,Hydroelectric,4090926,0.219098481541329
